,
0.501722,
0.782145,
0.184473,
0.103120,
0.066167,
0.173262,
0.058666,
0.068278,
0.131806,
0.465947,
0.832100,
0.192840,
0.129131,
0.063507,
0.084451,
0.103450,
0.072514,
0.073990,
0.367121,
0.849928,
0.256287,
0.153229,
0.069607,
0.165534,
0.500133,
0.068134,
0.027679,
0.032557,
0.418518,
0.259518,
0.085704,
0.067100,
0.699317,
0.473381,
0.076148,
0.014169,
0.042845,
0.513163,
0.071479,
0.016038,
0.067849,
0.703399,
0.366678,
0.061072,
0.008857,
0.012381,
0.893170,
0.002650,
0.014716,
0.092314,
0.234710,
0.604328,
0.141357,
0.159383,
0.423027,
0.240388,
0.232670,
0.056010,
0.157102,
0.520302,
0.152580,
0.128391,
0.387647,
0.528180,
0.629840,
0.183527,
0.153902,
0.141537,
0.238519,
0.116727,
0.125981,
0.293152,
0.551124,
0.675722,
0.225366,
0.173329,
0.119378,
0.170713,
0.162948,
0.173489,
0.133258,
0.481762,
0.722024,
0.339384,
0.152871,
0.084017,
0.162999,
0.360809,
0.201112,
0.106300,
0.195115,
0.626015,
0.273777,
0.090607,
0.102074,
0.542701,
0.287096,
0.009878,
0.005172,
0.004080,
0.740898,
0.000285,
0.008556,
0.086829,
0.600744,
0.202791,
0.062609,
0.013897,
0.008977,
0.946307,
0.001393,
0.014013,
0.109818,
0.216630,
0.592974,
0.145973,
0.181726,
0.310064,
0.311618,
0.296623,
0.089023,
0.230884,
0.501587,
0.151685,
0.136654,
0.442385,
0.399228,
0.577659,
0.270555,
0.293605,
0.206781,
0.259573,
0.127534,
0.156454,
0.357683,
0.451317,
0.597969,
0.377724,
0.264525,
0.163803,
0.174890,
0.146798,
0.217193,
0.274168,
0.440445,
0.560609,
0.501912,
0.214236,
0.177537,
0.136026,
0.213448,
0.254581,
0.348421,
0.300990,
0.464804,
0.392852,
0.254153,
0.272001,
0.410711,
0.170276,
0.023627,
0.010908,
0.018919,
0.901005,
0.017960,
0.019921,
0.071074,
0.390373,
0.372870,
0.041242,
0.011384,
0.004679,
0.871117,
0.002762,
0.010248,
0.059166,
0.310900,
0.641379,
0.164972,
0.117681,
0.184797,
0.227947,
0.019380,
0.057906,
0.212219,
0.642413,
0.311199,
0.280958,
0.366197,
0.355777,
0.552368,
0.211878,
0.216137,
0.193760,
0.359555,
0.190174,
0.222964,
0.366649,
0.460957,
0.538446,
0.415864,
0.225298,
0.131273,
0.190655,
0.168198,
0.143336,
0.356059,
0.450825,
0.446954,
0.533480,
0.261913,
0.213559,
0.150227,
0.272443,
0.129802,
0.363954,
0.284856,
0.328203,
0.467487,
0.351767,
0.384009,
0.312821,
0.189538,
0.066182,
0.013881,
0.024579,
0.914283,
0.024649,
0.040632,
0.053971,
0.343240,
0.545996,
0.037404,
0.003540,
0.003491,
0.785294,
0.003931,
0.007612,
0.024054,
0.288315,
0.630166,
0.328571,
0.132116,
0.232617,
0.199699,
0.044525,
0.280807,
0.197177,
0.513589,
0.382220,
0.437492,
0.456542,
0.274694,
0.263918,
0.208231,
0.315854,
0.209109,
0.349455,
0.268100,
0.248331,
0.475265,
0.514117,
0.316766,
0.322229,
0.323351,
0.142268,
0.217470,
0.174761,
0.109388,
0.318595,
0.563663,
0.471251,
0.435436,
0.291974,
0.150702,
0.136499,
0.314151,
0.099825,
0.167575,
0.247824,
0.525021,
0.590617,
0.177922,
0.216227,
0.314580,
0.337857,
0.038671,
0.012325,
0.007977,
0.757753,
0.126507,
0.044250,
0.059366,
0.537090,
0.520420,
0.053251,
0.006834,
0.004620,
0.835617,
0.001871,
0.003162,
0.004647,
0.167237,
0.606825,
0.324785,
0.129396,
0.218914,
0.386361,
0.109608,
0.399242,
0.193788,
0.321519,
0.418181,
0.320794,
0.379843,
0.258475,
0.314852,
0.196780,
0.481509,
0.218721,
0.305913,
0.276909,
0.253213,
0.444797,
0.486730,
0.247177,
0.256983,
0.466008,
0.114904,
0.258748,
0.146392,
0.174947,
0.278238,
0.526679,
0.597996,
0.323369,
0.326756,
0.070406,
0.138790,
0.239798,
0.061442,
0.118888,
0.190234,
0.803162,
0.434181,
0.083031,
0.111076,
0.188641,
0.289761,
0.015124,
0.010455,
0.003695,
0.888354,
0.112388,
0.026397,
0.038156,
0.334260,
0.260428,
0.048317,
0.014013,
0.009097,
0.961127,
0.002487,
0.006988,
0.013566,
0.074565,
0.631308,
0.255330,
0.128269,
0.187234,
0.423192,
0.136378,
0.364351,
0.239296,
0.311517,
0.488412,
0.181291,
0.240363,
0.203324,
0.416267,
0.215854,
0.410424,
0.298209,
0.390160,
0.377031,
0.351952,
0.315427,
0.332034,
0.261456,
0.309115,
0.407969,
0.229798,
0.375605,
0.241539,
0.412440,
0.268407,
0.367559,
0.536067,
0.334142,
0.302644,
0.137766,
0.234135,
0.205714,
0.131591,
0.164827,
0.165743,
0.880322,
0.230199,
0.086456,
0.108012,
0.196540,
0.094711,
0.016586,
0.009695,
0.006913,
0.993643,
0.002783,
0.006966,
0.010969,
0.055764,
0.038355,
0.028126,
0.014514,
0.014496,
0.993948,
0.012414,
0.021823,
0.045482,
0.081770,
0.404662,
0.126677,
0.112571,
0.130926,
0.074847,
0.127830,
0.189725,
0.438789,
0.734798,
0.319694,
0.050243,
0.036564,
0.177928,
0.660183,
0.322300,
0.132659,
0.405062,
0.375346,
0.324545,
0.319064,
0.167340,
0.238589,
0.547964,
0.384030,
0.187005,
0.382989,
0.280262,
0.255384,
0.511786,
0.365251,
0.284150,
0.268747,
0.475500,
0.190614,
0.256155,
0.241725,
0.185012,
0.350799,
0.431648,
0.299313,
0.304811,
0.601126,
0.059430,
0.079282,
0.320510,
0.038264,
0.024261,
0.009321,
0.008608,
0.998099,
0.004472,
0.007832,
0.020893,
0.032671,
0.080505,
0.054569,
0.013569,
0.011129,
0.982278,
0.013028,
0.028276,
0.056873,
0.145465,
0.525972,
0.217034,
0.079127,
0.084944,
0.091445,
0.091178,
0.151545,
0.376355,
0.693905,
0.159633,
0.106957,
0.116716,
0.611768,
0.724512,
0.061512,
0.097989,
0.134096,
0.137523,
0.041167,
0.092588,
0.237678,
0.739903,
0.597965,
0.123678,
0.079695,
0.071878,
0.037540,
0.105094,
0.102853,
0.413677,
0.759282,
0.367859,
0.241663,
0.068009,
0.104443,
0.146582,
0.361364,
0.201590,
0.373000,
0.378763,
0.169827,
0.276222,
0.043542,
0.238313,
0.618361,
0.065452,
0.041919,
0.007642,
0.004122,
0.992075,
0.006333,
0.007374,
0.047526,
0.085546,
0.085773,
0.090091,
0.031701,
0.007361,
0.982719,
0.018194,
0.031890,
0.046878,
0.119104,
0.516078,
0.397160,
0.157592,
0.219381,
0.310428,
0.184441,
0.227080,
0.298315,
0.481703,
0.114285,
0.102904,
0.141768,
0.693067,
0.679155,
0.066594,
0.041793,
0.057169,
0.072176,
0.008953,
0.051537,
0.132580,
0.805955,
0.571031,
0.051660,
0.022997,
0.020754,
0.020451,
0.129458,
0.069122,
0.146861,
0.867719,
0.395006,
0.081646,
0.065087,
0.079250,
0.175352,
0.499927,
0.269068,
0.121957,
0.162333,
0.096689,
0.116806,
0.137204,
0.300194,
0.710304,
0.072823,
0.047999,
0.014944,
0.008772,
0.987941,
0.013437,
0.014813,
0.057836,
0.110998,
0.038502,
0.073860,
0.040027,
0.017437,
0.990693,
0.027306,
0.037695,
0.045105,
0.074050,
0.199574,
0.402035,
0.368552,
0.338402,
0.420444,
0.292470,
0.379409,
0.264114,
0.268663,
0.139634,
0.212219,
0.299658,
0.582612,
0.594129,
0.234535,
0.264620,
0.132372,
0.103409,
0.125561,
0.155993,
0.221658,
0.635220,
0.600581,
0.313482,
0.176200,
0.102707,
0.081864,
0.370509,
0.149855,
0.207422,
0.513574,
0.463102,
0.420307,
0.152310,
0.170063,
0.300415,
0.600717,
0.178381,
0.122727,
0.143934,
0.090015,
0.100283,
0.152110,
0.245244,
0.685644,
0.093190,
0.029146,
0.017541,
0.029827,
0.983340,
0.013155,
0.022091,
0.051199,
0.137949,
0.292729,
0.054960,
0.032754,
0.016079,
0.736569,
0.020799,
0.073742,
0.067988,
0.597437,
0.550503,
0.125155,
0.106191,
0.040157,
0.055910,
0.042856,
0.099632,
0.144019,
0.795464,
0.566053,
0.144394,
0.148661,
0.110655,
0.081331,
0.082599,
0.196397,
0.186115,
0.733309,
0.595114,
0.108715,
0.102408,
0.112767,
0.084103,
0.196549,
0.236894,
0.237423,
0.672773,
0.412209,
0.043516,
0.023981,
0.031557,
0.058147,
0.164884,
0.136485,
0.220926,
0.853590,
0.389710,
0.039359,
0.012842,
0.033449,
0.022096,
0.011331,
0.037163,
0.091280,
0.913763,
0.432105,
0.032436,
0.062824,
0.041598,
0.744900,
0.010944,
0.019615,
0.037542,
0.499766,
